favorite_count,retweet_count,tweet_id
509,262,667495797102141441
525,221,667491009379606528
252,96,667470559035432960
187,59,667455448082227200
305,88,667453023279554560
767,561,667443425659232256
444,230,667437278097252352
303,83,667435689202614272
456,217,667405339315146752
190,53,667393430834667520
358,159,667369227918143488
480,239,667211855547486208
603,256,667200525029539841
379,101,667192066997374976
732,402,667188689915760640
14111,6043,667182792070062081
188,55,667177989038297088
603,450,667176164155375616
238,79,667174963120574464
218,85,667171260800061440
2636,1110,667165590075940865
251,61,667160273090932737
46854,16587,667152164079423490
4529,2151,667138269671505920
323,127,667119796878725120
328,122,667090893657276420
391,119,667073648344346624
82,14,667070482143944705
162,44,667065535570550784
212,51,667062181243039745
181,49,667044094246576128
439,215,667012601033924608
240,91,666996132027977728
2501,954,666983947667116034
798,540,666837028449972224
209,77,666835007768551424
247,92,666826780179869698
503,242,666817836334096384
230,89,666804364988780544
737,474,666786068205871104
375,183,666781792255496192
338,170,666776908487630848
229,64,666739327293083650
423,212,666701168228331520
185,46,666691418707132416
1093,596,666649482315059201
226,77,666644823164719104
504,204,666454714377183233
99,19,666447344410484738
119,44,666437273139982337
160,51,666435652385423360
305,182,666430724426358785
159,79,666428276349472768
308,110,666421158376562688
118,44,666418789513326592
423,314,666411507551481857
102,36,666407126856765440
161,80,666396247373291520
178,86,666373753744588802
748,538,666362758909284353
210,71,666353288456101888
281,130,666345417576210432
188,87,666337882303524864
480,331,666293911632134144
141,63,666287406224695296
166,74,666273097616637952
99,32,666268910803644416
13809,6187,666104133288665088
75,11,666102155909144576
146,63,666099513787052032
158,68,666094000022159362
108,42,666082916733198337
309,150,666073100786774016
139,55,666071193221509120
458,203,666063827256086533
108,56,666058600524156928
280,131,666057090499244032
420,226,666055525042405380
1172,805,666051853826850816
129,56,666050758794694657
103,41,666049248165822465
284,135,666044226329800704
121,43,666033412701032449
124,45,666029285002620928
2481,481,666020888022790149
